bathrooms,bedrooms,floor_area,href,latitude,listing_url,location,longitude,price,title,type
5 ,5 ,435 sqm,/en/buy/villa-for-sale-northern-governorate-saar-492286.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-492286.html,,,"310,000BHD",For sale luxury villa with garden in a quiet area,Villa
6 ,6 ,250 sqm,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-492414.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-492414.html,,,"145,000BHD",Luxurious villa in Muharraq with two gardens,Villa
4 ,3 ,321 sqm,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-naseem-482890.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-naseem-482890.html,,,"252,050BHD",Surrounded by Greenery and Water Views .,Villa
5 ,4 ,180 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-saraya-al-bahar-483017.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-saraya-al-bahar-483017.html,,,"250,000BHD",Stunning Beachfront Townhouse with common Pool,Villa
,,293 sqm,/en/buy/land-for-sale-muharraq-governorate-amwaj-islands-murjan-482680.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-amwaj-islands-murjan-482680.html,,,"145,084BHD","Beach Land For Sale in Amwaj,Size 293m², BD145,084",Land
6 ,7 ,327 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-riffa-al-sharqi-482982.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-riffa-al-sharqi-482982.html,,,"155,000BHD",Villa for sale with a large garden in Riffa,Villa
3 ,2 ,106 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-483677.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-483677.html,,,"66,000BHD",Remarkable 2 bedroom spacious family apartment  !,Apartment
5 ,4 ,850 sqm,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-bareh-482886.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-bareh-482886.html,,,"900,000BHD",Unique Designs Traditional Outdoor Patio,Villa
,,428 sqm,/en/buy/land-for-sale-central-governorate-sanad-481215.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-sanad-481215.html,,,"103,860BHD","Land For Sale in Sanad, Size 428.8m², BD103,860",Land
5 ,3 ,520 sqm,/en/buy/villa-for-sale-northern-governorate-saar-482880.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-482880.html,,,"190,000BHD",Beautiful 3 bedroom + maid`s villa in Saar,Villa
,,547 sqm,/en/buy/land-for-sale-central-governorate-sanad-482587.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-sanad-482587.html,,,"135,420BHD",Low Price I All Services Available I Prim location,Land
5 ,3 ,210 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-483062.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-483062.html,,,"130,000BHD",Abraj lulu Black tower + sea view 3br for sale,Apartment
2 ,1 ,90 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-482413.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-482413.html,,,"57,888BHD",Brand new masterfully designed 1 bedroom apartment,Apartment
,,750 sqm,/en/buy/whole-building-for-sale-capital-governorate-seef-248510.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-seef-248510.html,,,"1,150,000BHD",5 Storey Building for Sale in Seef Area!,Whole Building
3 ,2 ,121 sqm,/en/buy/apartment-for-sale-capital-governorate-reef-island-230112.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-reef-island-230112.html,,,"145,000BHD",BRAND NEW * FULL SEA VIEW * HIGH FLOOR *,Apartment
1 ,studio ,43 sqm,/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-295707.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-295707.html,,,"33,300BHD",SPECIAL OFFER * RENTED* NEAR KHUH & RCSI,Apartment
,,456 sqm,/en/buy/whole-building-for-sale-capital-governorate-seef-248548.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-seef-248548.html,,,"1,100,000BHD",New  Building  for  Sale  at  Seef Area!,Whole Building
5 ,3 ,172 sqm,/en/buy/apartment-for-sale-capital-governorate-reef-island-265929.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-reef-island-265929.html,,,"185,000BHD",HIGH FLOOR * RESORT & SEA VIEW * RENTED*,Apartment
2 ,2 ,120 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-227587.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-227587.html,,,"55,000BHD",Modern nice apartment for sale in Juffair,Apartment
1 ,1 ,74 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-383505.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-383505.html,,,"84,000BHD",Harbor Row Brand new freehold apartment for sale,Apartment
1 ,1 ,66 sqm,/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-shores-residences-373903.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-shores-residences-373903.html,,,"85,000BHD",Beach access with community view new apartment,Apartment
,,428 sqm,/en/buy/land-for-sale-central-governorate-sanad-426257.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-sanad-426257.html,,,"106,158BHD",Residential Land for Sale in Sanad,Land
3 ,2 ,135 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-420729.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-420729.html,,,"90,000BHD",Semi furnished 2BR Flat for Sale- Sea View,Apartment
,,617 sqm,/en/buy/land-for-sale-central-governorate-sanad-437153.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-sanad-437153.html,,,"166,035BHD",Residential land good for 3-Storey Villa,Land
6 ,5 ,200 sqm,/en/buy/villa-for-sale-central-governorate-sitra-407976.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sitra-407976.html,,,"125,000BHD",Luxury villas for sale with special price in Sitra,Villa
,,554 sqm,/en/buy/land-for-sale-northern-governorate-dumistan-416001.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-dumistan-416001.html,,,"119,265BHD",Commercial Land for Sale in Damistan,Land
3 ,3 ,150 sqm,/en/buy/apartment-for-sale-northern-governorate-northern-city-madinat-salman-435008.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-northern-governorate-northern-city-madinat-salman-435008.html,,,"73,000BHD",Full sea view/ maid room/ high floor/ 3 parkings,Apartment
,,120 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-gufool-408273.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-gufool-408273.html,,,"120,000BHD",Residential Building for Sale in Gufool,Whole Building
2 ,2 ,98 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-420835.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-420835.html,,,"69,000BHD",Flat with modern Fit outs- Full Amenities,Apartment
3 ,1 ,68 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-457909.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-457909.html,,,"69,200BHD",Semi Furnished  Brand New 5 Star facilities,Apartment
7+ ,6 ,215 sqm,/en/buy/villa-for-sale-central-governorate-sanad-419155.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-419155.html,,,"165,000BHD",Brand New Villa in Sanad with Prime Location,Villa
3 ,3 ,181 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-420331.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-420331.html,,,"120,000BHD",With Amenities complete Amenities- Playground,Apartment
2 ,1 ,60 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-409706.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-409706.html,,,"47,000BHD",Great Price Rented Flat 1 Bedroom Juffair,Apartment
,,366 sqm,/en/buy/land-for-sale-central-governorate-tubli-436874.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-tubli-436874.html,,,"126,171BHD",Residential Land for Sale in Tubli,Land
3 ,2 ,105 sqm,/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-residences-438184.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-residences-438184.html,,,"120,000BHD",Two Bedrooms -Modern Flat- with Balcony,Apartment
4 ,4 ,329 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-478049.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-478049.html,,,"235,000BHD",Sea View front with Private Facilities in Tala,Apartment
4 ,3 ,500 sqm,/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-480920.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-480920.html,,,"300,000BHD",Modern Villa for Sale in Durrat AlBahrain,Villa
6 ,5 ,450 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-murjan-459472.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-murjan-459472.html,,,"350,000BHD",PRIVATE POOL;ELEVATOR;DIRECT BEACH ACCESS,Villa
,,183 sqm,/en/buy/land-for-sale-central-governorate-maameer-449051.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-maameer-449051.html,,,"50,000BHD",Residential Land for Sale in Ma’ameer,Land
2 ,1 ,83 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-439991.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-439991.html,,,"65,000BHD",1 bedroom at the Breaker tower seef area,Apartment
7 ,4 ,398 sqm,/en/buy/villa-for-sale-muharraq-governorate-arad-447689.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-arad-447689.html,,,"230,000BHD",Villa for Sale in Arad - Prime Location,Villa
,,644 sqm,/en/buy/land-for-sale-northern-governorate-hamad-town-441395.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-hamad-town-441395.html,,,"180,000BHD",Residential Land for Sale in Hamad Town,Land
3 ,3 ,238 sqm,/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-454320.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-bu-quwah-saraya-2-454320.html,,,"120,000BHD","Modern 3 BR Villa 4 Sale, Saraya Boqouah",Villa
5 ,4 ,613 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-447498.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-447498.html,,,"350,000BHD","Seaside Living, Turquoise Views, Garage, Pool",Villa
5 ,3 ,181 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-440779.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-440779.html,,,"146,500BHD",In The Heart Of the City-3br+5bath for sale,Apartment
3 ,3 ,112 sqm,/en/buy/villa-for-sale-northern-governorate-al-markh-479789.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-al-markh-479789.html,,,"95,000BHD",Villa for Sale in Al Markh - 3 Bedrooms,Villa
5 ,3 ,208 sqm,/en/buy/villa-for-sale-central-governorate-sitra-476334.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sitra-476334.html,,,"125,000BHD",Spacious+new villa / modern facilities&Garden,Villa
,,556 sqm,/en/buy/land-for-sale-central-governorate-sitra-477065.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-sitra-477065.html,,,"179,800BHD",Lands for Sale in Sitra – Marqoban,Land
2 ,1 ,83 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-477856.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-477856.html,,,"46,000BHD",MODERN 1 BED WITH AMAZING VIEWS FOR SALE,Apartment
2 ,1 ,63 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-475529.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-475529.html,,,"55,000BHD",Apartment brand new for sale in Seef area,Apartment
,,467 sqm,/en/buy/land-for-sale-southern-governorate-riffa-riffa-al-sharqi-465037.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-southern-governorate-riffa-riffa-al-sharqi-465037.html,,,"159,050BHD",Land available for Sale in Riffa area,Land
7+ ,6 ,439 sqm,/en/buy/villa-for-sale-central-governorate-sanad-473202.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-473202.html,,,"260,000BHD",Luxury villa for sale in quiet area (Sanad),Villa
2 ,1 ,90 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-468677.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-468677.html,,,"60,000BHD",Spacious apartment with monthly income,Apartment
,,435 sqm,/en/buy/land-for-sale-central-governorate-a-ali-441813.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-a-ali-441813.html,,,"142,800BHD",2 Residential land for sale close to Aali walkway,Land
4 ,3 ,256 sqm,/en/buy/villa-for-sale-northern-governorate-malkiyah-452822.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-malkiyah-452822.html,,,"112,000BHD","Brand new, Luxury Villas with Garden,Sea view",Villa
4 ,3 ,207 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-441742.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-441742.html,,,"190,000BHD",Huge - Direct Lagoon Access - 3 Bedrooms,Villa
,,339 sqm,/en/buy/land-for-sale-northern-governorate-al-qurayyah-456435.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-al-qurayyah-456435.html,,,"94,930BHD",Great Land For Sale Al Qurayyah !!,Land
,,464 sqm,/en/buy/land-for-sale-northern-governorate-saar-456441.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-saar-456441.html,,,"149,834BHD",Great Land For Sale In Saar-Saraya 1 !,Land
3 ,3 ,182 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-445661.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-445661.html,,,"70,000BHD",In Juffair Modern Furniture | Spacious Apartment,Apartment
4 ,5 ,255 sqm,/en/buy/villa-for-sale-northern-governorate-maqabah-441833.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-maqabah-441833.html,,,"175,000BHD",Very luxurious villa in a great location,Villa
2 ,2 ,90 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-493559.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-493559.html,,,"67,000BHD",Brand New Under Market Price Investment!,Apartment
,,"1,688 sqm",/en/buy/whole-building-for-sale-muharraq-governorate-busaiteen-344959.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-muharraq-governorate-busaiteen-344959.html,,,"3,500,000BHD",Commercial Building for Ssle in Busaiteen,Whole Building
3 ,3 ,180 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-391789.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-391789.html,,,"90,000BHD",Fantastic Location and Iconic Sea Views!,Apartment
,,960 sqm,/en/buy/whole-building-for-sale-northern-governorate-al-maqsha-385129.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-northern-governorate-al-maqsha-385129.html,,,"900,000BHD",For sale 2 building in Maqsha....,Whole Building
3 ,2 ,178 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-347263.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-347263.html,,,"129,100BHD",HOT DEAL - WELL FURNISHED - WITH BALCONY,Apartment
,,750 sqm,/en/buy/land-for-sale-northern-governorate-shakhura-383784.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-shakhura-383784.html,,,"193,752BHD",Land has Approval from the municipality,Land
2 ,2 ,150 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-365175.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-365175.html,,,"90,000BHD",Sea View Apartment For Great Price,Apartment
2 ,1 ,76 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-347557.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-347557.html,,,"68,000BHD",BARGAIN ! WELL FURNISHED - TENANT PAYING,Apartment
2 ,1 ,75 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-347574.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-347574.html,,,"53,000BHD",UNFURNISHED ONE BEDROOM APPARTMENT IN SEEF,Apartment
,,600 sqm,/en/buy/land-for-sale-northern-governorate-malkiyah-406083.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-malkiyah-406083.html,,,"116,328BHD",Residential land for sale in Malkiya area,Land
5 ,3 ,222 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-401690.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-401690.html,,,"187,000BHD",The Exclusive luxury lifestyle that offer,Apartment
6 ,5 ,210 sqm,/en/buy/villa-for-sale-northern-governorate-shahrakan-400414.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-shahrakan-400414.html,,,"130,000BHD",Brand new villa for sale in Shahrakkan area.,Villa
5 ,4 ,186 sqm,/en/buy/villa-for-sale-northern-governorate-hillat-abdul-saleh-383109.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-hillat-abdul-saleh-383109.html,,,"120,000BHD",Brand new villa for sale in Hillat Abdul Saleh.,Villa
